point_id,ngv,n_disc,radius,n_below_m1,n_above_45
3131_2021_MN,0.05980448533640023,3478,7.5,0,0
3132_2022_MN,0.04286589099816289,1633,7.5,0,0
3133_2021_MN,0.0,1510,7.5,0,0
3134_2021_MN,0.282640730916593,3393,7.5,2,0
3135_2021_MN,0.0,2905,7.5,0,0
3136_2021_MN,0.023121387283236993,3114,7.5,0,0
3137_2021_MN,0.15706806282722513,3438,7.5,0,0
3138_2021_MN,0.3431818181818182,1320,7.5,0,0
3139_2021_MN,0.09932140653917335,1621,7.5,0,0
3140_2021_MN,0.15365703749231716,1627,7.5,0,0
3141_2021_MN,0.23461012311901505,1462,7.5,0,0
3142_2021_MN,0.04116945107398568,1676,7.5,0,0
3143_2021_MN,0.18894289185905225,1646,7.5,0,0
3144_2021_MN,0.040690505548705305,1622,7.5,0,0
3145_2021_MN,0.28388578930095176,3047,7.5,0,0
3146_2021_MN,0.0,2916,7.5,0,0
3147_2021_MN,0.14398943196829592,1514,7.5,0,0
3148_2021_MN,0.19593345656192238,1623,7.5,0,0
3149_2021_MN,0.016017587939698492,3184,7.5,0,0
3150_2021_MN,0.2109777015437393,2915,7.5,0,0
3151_2021_MN,0.0,1503,7.5,0,0
3152_2021_MN,0.14564068692206075,3028,7.5,0,0
3153_2021_MN,0.3071023674558186,2999,7.5,0,0
3154_2021_MN,0.3736951983298539,2874,7.5,0,0
3155_2021_MN,0.2333220453775821,2953,7.5,0,0
3156_2021_MN,0.24846335697399527,4230,7.5,0,0
3157_2022_MN,0.002201430930104568,1817,7.5,0,0
3158_2021_MN,0.23397635345364032,1607,7.5,0,0
3159_2021_MN,0.26346911957950064,1522,7.5,0,0
3160_2021_MN,0.030900723208415515,1521,7.5,0,0
3161_2021_MN,0.2944241792600313,1919,7.5,0,0
3162_2021_MN,0.17927823050058206,3436,7.5,0,0
3163_2022_MN,0.06336088154269973,1452,7.5,0,0
