set,point_id,easting,northing,point_type,ept_block,status,n_points,n_ground,cover_r2.5,pai_r2.5,ncell_r2.5,cover_r5,pai_r5,ncell_r5,cover_r7.5,pai_r7.5,ncell_r7.5,cover_r10,pai_r10,ncell_r10,cover_r15,pai_r15,ncell_r15,cover_r25,pai_r25,ncell_r25,cover_ladder_spread,gps_utc_min,gps_utc_max,gps_span_days,box_laz,struct_npz,struct_status,n_struct_all,n_struct_class2,surface_check_mm,slope_deg
gen1_2008_control,L5U-4060-Steele RTK,469919.131,4887320.226,L5U,MN_SEDriftless_1_2021,ok,197016,85635,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.039207,0.11891,29,0.068556,0.215795,81,0.068556,2021-04-22 18:11,2021-05-26 22:52,34.195,data/derived/control_boxes/gen1_2008_control__L5U-4060-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4060-Steele_RTK.npz,ok,3156,1657,0.0,2.6468
gen1_2008_control,L5U-4068-Steele RTK,494766.639,4886069.615,L5U,MN_SEDriftless_1_2021,ok,107058,66550,0.693378,2.364279,1,0.439263,1.244885,5,0.374792,1.091487,9,0.298567,0.864488,13,0.221629,0.61942,29,0.232385,0.647831,81,0.471749,2021-05-26 23:07,2021-05-26 23:08,0.0,data/derived/control_boxes/gen1_2008_control__L5U-4068-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4068-Steele_RTK.npz,ok,2173,600,0.0,1.4412
gen1_2008_control,L5U-4085-Steele RTK,477842.699,4867550.818,L5U,MN_SEDriftless_1_2021,ok,163862,80376,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.010941,0.023603,13,0.043897,0.160101,29,0.060237,0.183672,81,0.060237,2021-05-08 14:51,2021-05-08 15:15,0.017,data/derived/control_boxes/gen1_2008_control__L5U-4085-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4085-Steele_RTK.npz,ok,2163,1683,0.0,0.2852
gen1_2008_control,L5U-4093-Steele RTK,470429.874,4869477.599,L5U,MN_SEDriftless_1_2021,ok,188365,93319,0.0,0.0,1,0.01704,0.03535,5,0.016436,0.033855,9,0.020693,0.043121,13,0.013707,0.028513,29,0.032621,0.077208,81,0.032621,2021-05-08 14:17,2021-05-08 14:44,0.019,data/derived/control_boxes/gen1_2008_control__L5U-4093-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4093-Steele_RTK.npz,ok,3028,1909,0.0,3.0601
gen1_2008_control,L5U-4099-Steele RTK,475822.509,4857822.958,L5U,MN_SEDriftless_1_2021,ok,190144,59624,0.0,0.0,1,0.00392,0.007917,5,0.002178,0.004398,9,0.032653,0.072743,13,0.074524,0.178031,29,0.107709,0.345797,81,0.107709,2021-05-08 17:25,2021-05-08 17:42,0.011,data/derived/control_boxes/gen1_2008_control__L5U-4099-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4099-Steele_RTK.npz,ok,2899,1537,0.0,2.3956
gen1_2008_control,L5U-4102-Steele RTK,483505.916,4857402.82,L5U,MN_SEDriftless_1_2021,ok,110964,51547,0.0,0.0,1,0.0,0.0,5,0.001586,0.003188,9,0.016208,0.034238,13,0.074169,0.180075,29,0.177197,0.489954,81,0.177197,2021-05-08 17:43,2021-05-08 17:43,0.0,data/derived/control_boxes/gen1_2008_control__L5U-4102-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-4102-Steele_RTK.npz,ok,1473,1069,0.0,0.9621
gen1_2008_control,L2T-6102 Wabasha RTK,585047.334,4896232.695,L2T,MN_SEDriftless_2_2021,ok,231196,102453,0.0,0.0,1,0.002759,0.005538,5,0.013489,0.028316,9,0.010037,0.021004,13,0.008008,0.016631,29,0.008323,0.017815,81,0.013489,2021-05-01 18:00,2021-05-01 18:25,0.018,data/derived/control_boxes/gen1_2008_control__L2T-6102_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6102_Wabasha_RTK.npz,ok,3117,1886,0.0,2.7385
gen1_2008_control,L4F-6133 Wabasha RTK,536140.96,4910929.432,L4F,MN_SEDriftless_2_2021,ok,192576,40879,0.230341,0.523615,1,0.201762,0.5217,5,0.212528,0.557641,9,0.203585,0.525035,13,0.200112,0.512723,29,0.19809,0.508744,81,0.032251,2021-05-01 19:19,2021-05-01 19:19,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6133_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6133_Wabasha_RTK.npz,ok,3040,629,0.0,2.6772
gen1_2008_control,L2T-6165 Wabasha RTK,563723.107,4917806.174,L2T,MN_SEDriftless_2_2021,ok,113184,99055,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-01 17:41,2021-05-01 17:53,0.009,data/derived/control_boxes/gen1_2008_control__L2T-6165_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6165_Wabasha_RTK.npz,ok,1748,1589,0.0,3.4386
gen1_2008_control,L3B-6146 Wabasha RTK,536280.969,4897591.693,L3B,MN_SEDriftless_2_2021,ok,118665,47316,0.253326,0.584253,1,0.153619,0.339021,5,0.126128,0.280839,9,0.109102,0.240188,13,0.080847,0.179629,29,0.064775,0.142506,81,0.188551,2021-05-01 18:43,2021-05-01 18:44,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6146_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6146_Wabasha_RTK.npz,ok,2230,532,0.0,3.5558
gen1_2008_control,L3B-6108 Wabasha RTK,583282.496,4907198.718,L3B,MN_SEDriftless_2_2021,ok,132920,63547,0.233304,0.531331,1,0.214087,0.504111,5,0.204576,0.479773,9,0.191638,0.452429,13,0.210073,0.497906,29,0.239216,0.586171,81,0.047578,2021-05-02 14:44,2021-05-02 14:44,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6108_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6108_Wabasha_RTK.npz,ok,2362,953,0.0,2.1624
gen1_2008_control,L3B-6140 Wabasha RTK,546430.359,4904591.986,L3B,MN_SEDriftless_2_2021,ok,104456,68065,0.366068,0.911629,1,0.280757,0.731583,5,0.24541,0.62587,9,0.21186,0.531694,13,0.139614,0.338604,29,0.067784,0.1606,81,0.298284,2021-05-02 15:29,2021-05-02 15:29,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6140_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6140_Wabasha_RTK.npz,ok,2999,749,0.0,7.614
gen1_2008_control,L4F-6174 Wabasha RTK,555849.067,4908504.927,L4F,MN_SEDriftless_2_2021,ok,130451,50965,0.0,0.0,1,0.021773,0.046105,5,0.024655,0.052268,9,0.0488,0.118012,13,0.073286,0.180659,29,0.084623,0.202507,81,0.084623,2021-05-01 20:14,2021-05-01 20:15,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6174_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6174_Wabasha_RTK.npz,ok,1735,967,0.0,5.5344
gen1_2008_control,L3B-6134 Wabasha RTK,536142.025,4910237.247,L3B,MN_SEDriftless_2_2021,ok,138779,61562,0.410376,1.056541,1,0.381198,1.006867,5,0.303903,0.781147,9,0.280583,0.729097,13,0.219385,0.573301,29,0.165959,0.436116,81,0.244417,2021-05-01 19:47,2021-05-01 19:48,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6134_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6134_Wabasha_RTK.npz,ok,4115,697,0.0,2.3474
gen1_2008_control,L4F-6150 Wabasha RTK,560427.933,4901405.052,L4F,MN_SEDriftless_2_2021,ok,153725,72720,0.079813,0.166358,1,0.089752,0.191526,5,0.085915,0.185085,9,0.107147,0.237762,13,0.132931,0.305883,29,0.140022,0.328686,81,0.060209,2021-05-02 16:12,2021-05-02 16:12,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6150_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6150_Wabasha_RTK.npz,ok,2199,1067,0.0,0.8051
gen1_2008_control,L3B-6179 Wabasha RTK,563829.121,4908923.108,L3B,MN_SEDriftless_2_2021,ok,239943,73489,0.127931,0.273774,1,0.204972,0.514332,5,0.26823,0.812974,9,0.251277,0.75853,13,0.210317,0.623088,29,0.117453,0.322872,81,0.150777,2021-05-01 19:58,2021-05-01 20:13,0.01,data/derived/control_boxes/gen1_2008_control__L3B-6179_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6179_Wabasha_RTK.npz,ok,4057,1194,0.0,1.55
gen1_2008_control,L5U-6128 Wabasha RTK,536241.127,4902020.862,L5U,MN_SEDriftless_2_2021,ok,251929,88332,0.063245,0.130667,1,0.021307,0.043836,5,0.013595,0.027897,9,0.010231,0.02096,13,0.039035,0.092941,29,0.082534,0.219965,81,0.072303,2021-05-02 16:02,2021-05-02 16:07,0.003,data/derived/control_boxes/gen1_2008_control__L5U-6128_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6128_Wabasha_RTK.npz,ok,3259,1622,0.0,0.289
gen1_2008_control,L3B-6192 Wabasha RTK,568615.176,4908731.727,L3B,MN_SEDriftless_2_2021,ok,409114,59216,0.023454,0.047467,1,0.136368,0.320751,5,0.183418,0.429576,9,0.179964,0.417097,13,0.216794,0.511666,29,0.270706,0.655395,81,0.247252,2021-05-01 19:59,2021-05-01 20:12,0.009,data/derived/control_boxes/gen1_2008_control__L3B-6192_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6192_Wabasha_RTK.npz,ok,5469,750,0.0,2.0147
gen1_2008_control,L3B-6149 Wabasha RTK,561861.457,4901697.411,L3B,MN_SEDriftless_2_2021,ok,149242,62715,0.281368,0.660812,1,0.313804,0.757732,5,0.310643,0.751728,9,0.322157,0.785146,13,0.327268,0.803707,29,0.252621,0.617636,81,0.074647,2021-05-02 16:12,2021-05-02 16:12,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6149_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6149_Wabasha_RTK.npz,ok,3475,995,0.0,5.1899
gen1_2008_control,L5U-6129 Wabasha RTK,536177.981,4902408.601,L5U,MN_SEDriftless_2_2021,ok,102630,62082,0.0,0.0,1,0.028857,0.059946,5,0.05365,0.125156,9,0.066638,0.158071,13,0.107397,0.363813,29,0.075299,0.230882,81,0.107397,2021-05-02 16:02,2021-05-02 16:03,0.0,data/derived/control_boxes/gen1_2008_control__L5U-6129_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6129_Wabasha_RTK.npz,ok,1640,1152,0.0,1.8146
gen1_2008_control,L2T-6135 Wabasha RTK,544580.251,4912860.624,L2T,MN_SEDriftless_2_2021,ok,130182,66914,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-01 18:49,2021-05-01 19:13,0.016,data/derived/control_boxes/gen1_2008_control__L2T-6135_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6135_Wabasha_RTK.npz,ok,1854,1034,0.0,1.2107
gen1_2008_control,L2T-6130 Wabasha RTK,537348.62,4912740.013,L2T,MN_SEDriftless_2_2021,ok,216801,90879,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-01 18:48,2021-05-01 19:14,0.018,data/derived/control_boxes/gen1_2008_control__L2T-6130_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6130_Wabasha_RTK.npz,ok,3345,1475,0.0,2.8917
gen1_2008_control,L3B-6170 Wabasha RTK,546457.767,4920177.845,L3B,MN_SEDriftless_2_2021,ok,143442,86086,0.204864,0.458483,1,0.169213,0.378256,5,0.146818,0.331446,9,0.154939,0.358683,13,0.17301,0.4263,29,0.140603,0.362773,81,0.064261,2021-05-01 17:22,2021-05-01 17:22,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6170_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6170_Wabasha_RTK.npz,ok,2595,1523,0.0,2.3448
gen1_2008_control,L3B-6173 Wabasha RTK,554999.461,4909468.066,L3B,MN_SEDriftless_2_2021,ok,162469,61142,0.223729,0.506506,1,0.257482,0.597246,5,0.269375,0.63719,9,0.23151,0.540506,13,0.168363,0.393122,29,0.137123,0.3253,81,0.132252,2021-05-01 19:43,2021-05-01 19:56,0.009,data/derived/control_boxes/gen1_2008_control__L3B-6173_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6173_Wabasha_RTK.npz,ok,4030,823,0.0,8.5419
gen1_2008_control,L2T-6107 Wabasha RTK,582956.826,4907116.642,L2T,MN_SEDriftless_2_2021,ok,110272,87537,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-02 14:44,2021-05-02 14:50,0.005,data/derived/control_boxes/gen1_2008_control__L2T-6107_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6107_Wabasha_RTK.npz,ok,1480,1285,0.0,0.0908
gen1_2008_control,L3B-6198 Wabasha RTK,578676.269,4904603.405,L3B,MN_SEDriftless_2_2021,ok,199445,45655,0.335312,0.816875,1,0.294882,0.742678,5,0.262438,0.674223,9,0.24195,0.615087,13,0.228639,0.593683,29,0.223478,0.57602,81,0.111834,2021-05-02 15:22,2021-05-02 15:22,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6198_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6198_Wabasha_RTK.npz,ok,3743,732,0.0,9.3507
gen1_2008_control,L1O-6153 Wabasha RTK,560171.988,4905866.989,L1O,MN_SEDriftless_2_2021,ok,205253,111245,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-02 14:55,2021-05-02 15:10,0.01,data/derived/control_boxes/gen1_2008_control__L1O-6153_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-6153_Wabasha_RTK.npz,ok,2979,1895,0.0,2.2167
gen1_2008_control,L2T-6138 Wabasha RTK,546477.28,4904533.243,L2T,MN_SEDriftless_2_2021,ok,123916,64530,0.455534,1.215901,1,0.363977,0.917974,5,0.319525,0.801412,9,0.277041,0.690199,13,0.205652,0.505372,29,0.138309,0.338532,81,0.317225,2021-05-02 15:29,2021-05-02 15:29,0.0,data/derived/control_boxes/gen1_2008_control__L2T-6138_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6138_Wabasha_RTK.npz,ok,3035,759,0.0,2.1065
gen1_2008_control,L4F-6171 Wabasha RTK,548561.906,4916954.108,L4F,MN_SEDriftless_2_2021,ok,147990,80360,0.261715,0.606851,1,0.32712,0.795741,5,0.32562,0.790741,9,0.312454,0.759042,13,0.301355,0.737286,29,0.209181,0.505181,81,0.117939,2021-05-01 17:50,2021-05-01 17:50,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6171_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6171_Wabasha_RTK.npz,ok,3813,1061,0.0,0.9573
gen1_2008_control,L3B-6159 Wabasha RTK,555374.313,4921615.561,L3B,MN_SEDriftless_2_2021,ok,305646,81488,0.295125,0.69947,1,0.315483,0.78329,5,0.304968,0.748289,9,0.288133,0.706853,13,0.257992,0.635206,29,0.220259,0.541464,81,0.095224,2021-05-01 16:57,2021-05-01 17:07,0.006,data/derived/control_boxes/gen1_2008_control__L3B-6159_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6159_Wabasha_RTK.npz,ok,8142,1012,0.0,0.2873
gen1_2008_control,L3B-6163 Wabasha RTK,560832.634,4919170.586,L3B,MN_SEDriftless_2_2021,ok,140050,74539,0.1651,0.360885,1,0.209624,0.486222,5,0.238922,0.571017,9,0.23823,0.570742,13,0.238057,0.57976,29,0.211106,0.516159,81,0.073822,2021-05-01 17:30,2021-05-01 17:30,0.0,data/derived/control_boxes/gen1_2008_control__L3B-6163_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6163_Wabasha_RTK.npz,ok,2728,877,0.0,2.1812
gen1_2008_control,L4F-6168 Wabasha RTK,545354.915,4922304.654,L4F,MN_SEDriftless_2_2021,ok,139377,77298,0.344934,0.846038,1,0.390207,1.119506,5,0.340074,0.952119,9,0.311387,0.858827,13,0.236637,0.654575,29,0.181944,0.50342,81,0.208263,2021-05-01 17:00,2021-05-01 17:00,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6168_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6168_Wabasha_RTK.npz,ok,3909,450,0.0,8.4336
gen1_2008_control,L3B-6103 Wabasha RTK,585052.413,4896285.907,L3B,MN_SEDriftless_2_2021,ok,253088,90664,0.0,0.0,1,0.034137,0.070963,5,0.053324,0.113252,9,0.092944,0.217077,13,0.154475,0.379534,29,0.147321,0.367516,81,0.154475,2021-05-01 18:00,2021-05-01 18:25,0.018,data/derived/control_boxes/gen1_2008_control__L3B-6103_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6103_Wabasha_RTK.npz,ok,3365,1085,0.0,13.2474
gen1_2008_control,L1O-6132 Wabasha RTK,536239.909,4909679.814,L1O,MN_SEDriftless_2_2021,ok,186205,98918,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.00014,0.000282,81,0.00014,2021-05-01 19:47,2021-05-01 19:52,0.003,data/derived/control_boxes/gen1_2008_control__L1O-6132_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-6132_Wabasha_RTK.npz,ok,3042,1626,0.0,0.8884
gen1_2008_control,L2T-6143 Wabasha RTK,541303.272,4897971.994,L2T,MN_SEDriftless_2_2021,ok,224142,94441,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.00421,0.008914,29,0.003203,0.006626,81,0.00421,2021-05-01 18:42,2021-05-01 18:50,0.005,data/derived/control_boxes/gen1_2008_control__L2T-6143_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6143_Wabasha_RTK.npz,ok,3157,1584,0.0,0.8993
gen1_2008_control,L4F-6154 Wabasha RTK,572051.427,4892917.559,L4F,MN_SEDriftless_2_2021,ok,172477,48469,0.301714,0.718253,1,0.318934,0.769032,5,0.330533,0.806236,9,0.318494,0.775616,13,0.283246,0.688461,29,0.253879,0.626008,81,0.076654,2021-05-01 17:14,2021-05-01 17:15,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6154_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6154_Wabasha_RTK.npz,ok,3645,543,0.0,1.8497
gen1_2008_control,L5U-6160 Wabasha RTK,556896.808,4922574.398,L5U,MN_SEDriftless_2_2021,ok,226238,73249,0.055868,0.114978,1,0.098549,0.221328,5,0.104823,0.256079,9,0.072995,0.178137,13,0.037537,0.089868,29,0.016563,0.039172,81,0.08826,2021-05-01 16:24,2021-05-01 16:57,0.023,data/derived/control_boxes/gen1_2008_control__L5U-6160_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6160_Wabasha_RTK.npz,ok,3951,1304,0.0,1.1375
gen1_2008_control,L4F-6139 Wabasha RTK,546526.336,4904495.867,L4F,MN_SEDriftless_2_2021,ok,149516,61192,0.42045,1.091008,1,0.377613,0.953818,5,0.386693,0.985025,9,0.39994,1.028058,13,0.409859,1.062482,29,0.362505,0.934338,81,0.057945,2021-05-02 15:29,2021-05-02 15:29,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6139_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6139_Wabasha_RTK.npz,ok,3812,588,0.0,8.451
gen1_2008_control,L2T-6177 Wabasha RTK,562623.768,4909765.197,L2T,MN_SEDriftless_2_2021,ok,209134,82254,0.0,0.0,1,0.0,0.0,5,0.001336,0.002688,9,0.000925,0.001861,13,0.000415,0.000834,29,0.000148,0.000299,81,0.001336,2021-05-01 19:42,2021-05-01 19:58,0.011,data/derived/control_boxes/gen1_2008_control__L2T-6177_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-6177_Wabasha_RTK.npz,ok,3462,1380,0.0,3.0745
gen1_2008_control,L5U-6152 Wabasha RTK,564525.985,4904265.561,L5U,MN_SEDriftless_2_2021,ok,107272,59253,0.070348,0.145889,1,0.132463,0.36574,5,0.151956,0.433484,9,0.155289,0.458906,13,0.17685,0.49614,29,0.242542,0.742061,81,0.172194,2021-05-02 15:25,2021-05-02 15:25,0.0,data/derived/control_boxes/gen1_2008_control__L5U-6152_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6152_Wabasha_RTK.npz,ok,1537,991,0.0,2.7184
gen1_2008_control,L5U-6119 Wabasha RTK,559306.37,4886646.438,L5U,MN_SEDriftless_2_2021,ok,119404,75980,0.015749,0.031749,1,0.056397,0.124999,5,0.135273,0.396127,9,0.095708,0.278387,13,0.086562,0.220374,29,0.065078,0.15773,81,0.119524,2021-05-01 15:48,2021-05-01 15:48,0.0,data/derived/control_boxes/gen1_2008_control__L5U-6119_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6119_Wabasha_RTK.npz,ok,1606,1167,0.0,1.7147
gen1_2008_control,L1O-6167 Wabasha RTK,546033.08,4922215.528,L1O,MN_SEDriftless_2_2021,ok,120959,71773,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.023889,0.055859,81,0.023889,2021-05-01 17:00,2021-05-01 17:00,0.0,data/derived/control_boxes/gen1_2008_control__L1O-6167_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-6167_Wabasha_RTK.npz,ok,1829,1262,0.0,1.951
gen1_2008_control,L4F-6156 Wabasha RTK,556012.306,4920799.134,L4F,MN_SEDriftless_2_2021,ok,148860,59611,0.39603,1.008461,1,0.371273,0.962367,5,0.38313,0.992697,9,0.385194,1.000338,13,0.34933,0.899022,29,0.279498,0.710028,81,0.116532,2021-05-01 17:07,2021-05-01 17:07,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6156_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6156_Wabasha_RTK.npz,ok,3538,768,0.0,3.1206
gen1_2008_control,L3B-6115 Wabasha RTK,567383.901,4892189.831,L3B,MN_SEDriftless_2_2021,ok,230300,92898,0.029112,0.059089,1,0.134774,0.317971,5,0.167248,0.394569,9,0.142082,0.328649,13,0.110751,0.249312,29,0.068791,0.150664,81,0.138136,2021-05-01 16:56,2021-05-01 17:14,0.012,data/derived/control_boxes/gen1_2008_control__L3B-6115_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6115_Wabasha_RTK.npz,ok,4162,1464,0.0,1.5761
gen1_2008_control,L1O-6110 Wabasha RTK,583640.625,4908720.357,L1O,MN_SEDriftless_2_2021,ok,190848,66418,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-01 20:02,2021-05-01 20:09,0.005,data/derived/control_boxes/gen1_2008_control__L1O-6110_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-6110_Wabasha_RTK.npz,ok,2652,1213,0.0,0.8143
gen1_2008_control,L5U-6162 Wabasha RTK,558537.849,4922091.122,L5U,MN_SEDriftless_2_2021,ok,113171,33628,0.0,0.0,1,0.005144,0.010423,5,0.021309,0.044423,9,0.02941,0.063123,13,0.058887,0.16504,29,0.087782,0.237428,81,0.087782,2021-05-01 16:57,2021-05-01 16:57,0.0,data/derived/control_boxes/gen1_2008_control__L5U-6162_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6162_Wabasha_RTK.npz,ok,1749,692,0.0,3.7539
gen1_2008_control,L4F-6193 Wabasha RTK,568655.901,4909311.351,L4F,MN_SEDriftless_2_2021,ok,119925,52125,0.20397,0.456237,1,0.190316,0.443392,5,0.183088,0.419163,9,0.177385,0.407721,13,0.149444,0.339664,29,0.110666,0.248652,81,0.093304,2021-05-01 19:59,2021-05-01 19:59,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6193_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6193_Wabasha_RTK.npz,ok,2445,637,0.0,1.0704
gen1_2008_control,L3B-6190 Wabasha RTK,576890.099,4911655.566,L3B,MN_SEDriftless_2_2021,ok,411809,79122,0.387986,0.982,1,0.397332,1.037688,5,0.370824,0.946099,9,0.359763,0.907019,13,0.316935,0.78806,29,0.27948,0.704162,81,0.117852,2021-05-01 19:05,2021-05-01 19:28,0.016,data/derived/control_boxes/gen1_2008_control__L3B-6190_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L3B-6190_Wabasha_RTK.npz,ok,8039,1240,0.0,5.2861
gen1_2008_control,L1O-6113 Wabasha RTK,566615.135,4890359.799,L1O,MN_SEDriftless_2_2021,ok,232052,106519,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,1.2e-05,2.3e-05,81,1.2e-05,2021-05-01 16:31,2021-05-01 16:41,0.007,data/derived/control_boxes/gen1_2008_control__L1O-6113_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-6113_Wabasha_RTK.npz,ok,3361,1966,0.0,0.7539
gen1_2008_control,L4F-6105 Wabasha RTK,584631.274,4899376.869,L4F,MN_SEDriftless_2_2021,ok,128391,37701,0.456786,1.220502,1,0.45463,1.214128,5,0.459059,1.229964,9,0.461957,1.24178,13,0.450369,1.199873,29,0.474259,1.311528,81,0.02389,2021-05-01 19:06,2021-05-01 19:06,0.0,data/derived/control_boxes/gen1_2008_control__L4F-6105_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6105_Wabasha_RTK.npz,ok,2665,414,0.0,5.2391
gen1_2008_control,L5U-6157 Wabasha RTK,555677.824,4920948.767,L5U,MN_SEDriftless_2_2021,ok,106623,69340,0.0,0.0,1,0.017562,0.036763,5,0.02367,0.050011,9,0.017977,0.037836,13,0.009426,0.019736,29,0.004864,0.010123,81,0.02367,2021-05-01 17:07,2021-05-01 17:07,0.0,data/derived/control_boxes/gen1_2008_control__L5U-6157_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L5U-6157_Wabasha_RTK.npz,ok,1545,1177,0.0,1.7564
gen1_2008_control,L4F-6180 Wabasha RTK,560471.761,4908675.989,L4F,MN_SEDriftless_2_2021,ok,463666,69305,0.233809,0.532647,1,0.351561,0.917252,5,0.415791,1.126933,9,0.411344,1.116588,13,0.427988,1.161337,29,0.428699,1.150998,81,0.19489,2021-05-01 19:57,2021-05-01 20:14,0.012,data/derived/control_boxes/gen1_2008_control__L4F-6180_Wabasha_RTK.laz,data/derived/control_structure/gen1_2008_control__L4F-6180_Wabasha_RTK.npz,ok,8637,1502,0.0,26.4381
