set,point_id,easting,northing,point_type,ept_block,status,n_points,n_ground,cover_r2.5,pai_r2.5,ncell_r2.5,cover_r5,pai_r5,ncell_r5,cover_r7.5,pai_r7.5,ncell_r7.5,cover_r10,pai_r10,ncell_r10,cover_r15,pai_r15,ncell_r15,cover_r25,pai_r25,ncell_r25,cover_ladder_spread,gps_utc_min,gps_utc_max,gps_span_days,box_laz,struct_npz,struct_status,n_struct_all,n_struct_class2,surface_check_mm,slope_deg
gen1_2008_control,FSA Target 1 Dodge-9401-Dodge VRS,502750.225,4888909.857,other,MN_SEDriftless_1_2021,ok,113869,78639,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000392,0.000797,81,0.000392,2021-04-22 17:51,2021-04-22 17:51,0.0,data/derived/control_boxes/gen1_2008_control__FSA_Target_1_Dodge-9401-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_1_Dodge-9401-Dodge_VRS.npz,ok,1868,1285,0.0,1.9604
gen1_2008_control,FSA Target 2 Dodge-9402-Dodge VRS,520077.399,4886831.04,other,MN_SEDriftless_1_2021,ok,103084,91790,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.000755,0.001527,29,0.000755,0.001522,81,0.000755,2021-05-26 22:41,2021-05-26 22:42,0.0,data/derived/control_boxes/gen1_2008_control__FSA_Target_2_Dodge-9402-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_2_Dodge-9402-Dodge_VRS.npz,ok,1664,1452,0.0,0.1707
gen1_2008_control,FSA Target 3 Dodge-9403-Dodge VRS,501151.301,4874418.338,other,MN_SEDriftless_1_2021,ok,206717,110220,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.000666,0.00134,29,0.001625,0.003299,81,0.001625,2021-06-05 20:47,2021-06-10 12:52,4.67,data/derived/control_boxes/gen1_2008_control__FSA_Target_3_Dodge-9403-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_3_Dodge-9403-Dodge_VRS.npz,ok,3271,2044,0.0,0.3916
gen1_2008_control,FSA Target 4 Dodge-9404-Dodge VRS,524195.985,4872755.311,other,MN_SEDriftless_1_2021,ok,114769,74136,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,6.7e-05,0.000135,29,0.000256,0.000515,81,0.000256,2021-06-05 20:57,2021-06-05 20:57,0.0,data/derived/control_boxes/gen1_2008_control__FSA_Target_4_Dodge-9404-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_4_Dodge-9404-Dodge_VRS.npz,ok,1789,1266,0.0,1.0944
gen1_2008_control,FSA Target 5 Dodge-9405-Dodge VRS,501184.14,4861497.597,other,MN_SEDriftless_1_2021,ok,93238,67168,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000142,0.000286,81,0.000142,2021-05-08 16:33,2021-05-08 16:34,0.0,data/derived/control_boxes/gen1_2008_control__FSA_Target_5_Dodge-9405-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_5_Dodge-9405-Dodge_VRS.npz,ok,1493,1041,0.0,0.1429
gen1_2008_control,FSA Target 6 Dodge-9406-Dodge VRS,517768.61,4863143.805,other,MN_SEDriftless_1_2021,ok,185046,129234,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.000449,0.000904,29,0.00025,0.000503,81,0.000449,2021-05-08 16:04,2021-05-08 16:12,0.005,data/derived/control_boxes/gen1_2008_control__FSA_Target_6_Dodge-9406-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_6_Dodge-9406-Dodge_VRS.npz,ok,2980,2112,0.0,1.1138
gen1_2008_control,FSA Target 601 Dodge-9601-Dodge VRS,512967.088,4874822.666,other,MN_SEDriftless_1_2021,ok,100772,60222,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.000844,0.001698,13,0.000827,0.001662,29,0.008736,0.019315,81,0.008736,2021-06-10 12:54,2021-06-10 12:54,0.0,data/derived/control_boxes/gen1_2008_control__FSA_Target_601_Dodge-9601-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__FSA_Target_601_Dodge-9601-Dodge_VRS.npz,ok,1582,1209,0.0,1.5585
gen1_2008_control,L10-1094-Olmsted VRS,527478.797,4861543.279,L1O,MN_SEDriftless_4_2021,ok,383412,155282,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.007388,0.015551,81,0.007388,2022-05-06 18:39,2022-05-06 19:06,0.019,data/derived/control_boxes/gen1_2008_control__L10-1094-Olmsted_VRS.laz,data/derived/control_structure/gen1_2008_control__L10-1094-Olmsted_VRS.npz,ok,5388,2202,0.0,2.4999
gen1_2008_control,L1O-4119-Steele RTK,495579.716,4863318.542,L1O,MN_SEDriftless_1_2021,ok,141322,114085,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 16:00,2021-05-08 16:16,0.012,data/derived/control_boxes/gen1_2008_control__L1O-4119-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L1O-4119-Steele_RTK.npz,ok,2529,1904,0.0,0.8861
gen1_2008_control,L1O-9004-Dodge VRS,520870.793,4889398.992,L1O,MN_SEDriftless_1_2021,ok,148550,115114,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-04-22 17:41,2021-04-22 17:47,0.004,data/derived/control_boxes/gen1_2008_control__L1O-9004-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9004-Dodge_VRS.npz,ok,2054,1705,0.0,2.8113
gen1_2008_control,L1O-9009-Dodge VRS,518195.079,4879585.027,L1O,MN_SEDriftless_1_2021,ok,103547,70945,0.0,0.0,1,0.0,0.0,5,0.000705,0.001415,9,0.008479,0.017854,13,0.019274,0.041661,29,0.019055,0.04471,81,0.019274,2021-06-05 18:36,2021-06-05 18:36,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9009-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9009-Dodge_VRS.npz,ok,1625,1176,0.0,3.8282
gen1_2008_control,L1O-9010-Dodge VRS,518986.234,4879982.347,L1O,MN_SEDriftless_1_2021,ok,110246,63113,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000258,0.000518,81,0.000258,2021-06-05 18:36,2021-06-05 18:36,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9010-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9010-Dodge_VRS.npz,ok,1657,1144,0.0,1.8544
gen1_2008_control,L1O-9012-Dodge VRS,514449.491,4888055.248,L1O,MN_SEDriftless_1_2021,ok,212445,109081,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.001799,0.003694,29,0.031763,0.088948,81,0.031763,2021-04-22 17:48,2021-04-22 18:21,0.023,data/derived/control_boxes/gen1_2008_control__L1O-9012-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9012-Dodge_VRS.npz,ok,3130,2104,0.0,2.7815
gen1_2008_control,L1O-9018-Dodge VRS,525318.532,4888769.201,L1O,MN_SEDriftless_4_2021,no points in the EPT box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen1_2008_control,L1O-9031-Dodge VRS,504393.297,4887310.032,L1O,MN_SEDriftless_1_2021,ok,228302,111253,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,8.5e-05,0.000171,81,8.5e-05,2021-04-22 18:19,2021-05-26 22:45,34.185,data/derived/control_boxes/gen1_2008_control__L1O-9031-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9031-Dodge_VRS.npz,ok,3252,2019,0.0,0.9514
gen1_2008_control,L1O-9034-Dodge VRS,503544.521,4885670.629,L1O,MN_SEDriftless_1_2021,ok,95322,77803,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-26 23:09,2021-05-26 23:09,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9034-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9034-Dodge_VRS.npz,ok,1521,1261,0.0,2.0382
gen1_2008_control,L1O-9039-Dodge VRS,508552.599,4881642.849,L1O,MN_SEDriftless_1_2021,ok,104270,92511,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-06-05 17:54,2021-06-05 17:54,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9039-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9039-Dodge_VRS.npz,ok,1651,1523,0.0,2.3719
gen1_2008_control,L1O-9043-Dodge VRS,505260.691,4881637.969,L1O,MN_SEDriftless_1_2021,ok,121870,84377,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.007016,0.020272,81,0.007016,2021-06-05 17:53,2021-06-05 17:53,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9043-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9043-Dodge_VRS.npz,ok,1639,1486,0.0,2.5713
gen1_2008_control,L1O-9046-Dodge VRS,498303.115,4881639.213,L1O,MN_SEDriftless_1_2021,ok,102622,100704,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-06-05 17:51,2021-06-05 17:52,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9046-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9046-Dodge_VRS.npz,ok,1653,1575,0.0,3.1206
gen1_2008_control,L1O-9050-Dodge VRS,506431.464,4879258.731,L1O,MN_SEDriftless_1_2021,ok,223707,106765,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.001796,0.003689,29,0.003503,0.007222,81,0.003503,2021-06-05 18:33,2021-06-05 18:48,0.01,data/derived/control_boxes/gen1_2008_control__L1O-9050-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9050-Dodge_VRS.npz,ok,3668,1692,0.0,1.6614
gen1_2008_control,L1O-9055-Dodge VRS,499532.883,4872017.654,L1O,MN_SEDriftless_1_2021,ok,111040,67133,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000285,0.000573,81,0.000285,2021-06-05 21:24,2021-06-05 21:24,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9055-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9055-Dodge_VRS.npz,ok,1703,1167,0.0,4.9858
gen1_2008_control,L1O-9058-Dodge VRS,502793.403,4869129.363,L1O,MN_SEDriftless_1_2021,ok,104551,84369,0.0,0.0,1,0.0,0.0,5,0.001058,0.002127,9,0.013568,0.029558,13,0.042795,0.105372,29,0.046266,0.117456,81,0.046266,2021-05-08 14:37,2021-05-08 14:38,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9058-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9058-Dodge_VRS.npz,ok,1531,1427,0.0,0.3816
gen1_2008_control,L1O-9063-Dodge VRS,508286.09,4866339.107,L1O,MN_SEDriftless_1_2021,ok,185725,131057,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 15:09,2021-05-08 15:30,0.015,data/derived/control_boxes/gen1_2008_control__L1O-9063-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9063-Dodge_VRS.npz,ok,2990,2143,0.0,0.2444
gen1_2008_control,L1O-9073-Dodge VRS,519376.852,4869355.424,L1O,MN_SEDriftless_1_2021,ok,182100,137799,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 14:27,2021-05-08 14:34,0.005,data/derived/control_boxes/gen1_2008_control__L1O-9073-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9073-Dodge_VRS.npz,ok,2904,2224,0.0,1.1234
gen1_2008_control,L1O-9080-Dodge VRS,524231.864,4858793.197,L1O,MN_SEDriftless_1_2021,ok,183628,137430,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.000474,0.000951,13,0.000253,0.000508,29,9.1e-05,0.000182,81,0.000474,2021-05-08 17:11,2021-05-08 17:16,0.004,data/derived/control_boxes/gen1_2008_control__L1O-9080-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9080-Dodge_VRS.npz,ok,2887,2243,0.0,2.8752
gen1_2008_control,L1O-9081-Dodge VRS,524251.669,4856695.783,L1O,MN_SEDriftless_1_2021,ok,182604,135962,0.0,0.0,1,0.0,0.0,5,0.001031,0.002072,9,0.000714,0.001435,13,0.00032,0.000643,29,0.000115,0.00023,81,0.001031,2021-05-08 17:51,2021-05-08 17:56,0.004,data/derived/control_boxes/gen1_2008_control__L1O-9081-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9081-Dodge_VRS.npz,ok,2939,2129,0.0,5.3552
gen1_2008_control,L1O-9083-Dodge VRS,516152.986,4857033.357,L1O,MN_SEDriftless_1_2021,ok,121566,97058,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 17:49,2021-05-08 17:58,0.006,data/derived/control_boxes/gen1_2008_control__L1O-9083-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9083-Dodge_VRS.npz,ok,1530,1496,0.0,3.9054
gen1_2008_control,L1O-9088-Dodge VRS,510234.854,4858324.061,L1O,MN_SEDriftless_1_2021,ok,102384,72229,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000298,0.000602,81,0.000298,2021-05-08 17:19,2021-05-08 17:19,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9088-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9088-Dodge_VRS.npz,ok,1454,1335,0.0,0.5585
gen1_2008_control,L1O-9092-Dodge VRS,501433.888,4858242.219,L1O,MN_SEDriftless_1_2021,ok,132407,68519,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.001387,0.002831,29,0.054127,0.138693,81,0.054127,2021-05-08 17:20,2021-05-08 17:21,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9092-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9092-Dodge_VRS.npz,ok,1447,1425,0.0,0.2388
gen1_2008_control,L1O-9094-Dodge VRS,496193.143,4857485.573,L1O,MN_SEDriftless_1_2021,ok,104368,47539,0.0,0.0,1,0.021571,0.045652,5,0.022591,0.047659,9,0.061649,0.173239,13,0.093217,0.353621,29,0.077785,0.281612,81,0.093217,2021-05-08 17:45,2021-05-08 17:46,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9094-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9094-Dodge_VRS.npz,ok,1478,918,0.0,0.1959
gen1_2008_control,L1O-9097-Dodge VRS,504390.174,4864380.861,L1O,MN_SEDriftless_1_2021,ok,118261,94009,0.0,0.0,1,0.007469,0.015088,5,0.008285,0.016812,9,0.013635,0.027949,13,0.007637,0.015609,29,0.009516,0.020157,81,0.013635,2021-05-08 15:42,2021-05-08 16:02,0.014,data/derived/control_boxes/gen1_2008_control__L1O-9097-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9097-Dodge_VRS.npz,ok,1512,1395,0.0,1.1301
gen1_2008_control,L1O-9098-Dodge VRS,498915.348,4863123.221,L1O,MN_SEDriftless_1_2021,ok,181967,130307,0.0,0.0,1,0.014648,0.030425,5,0.022508,0.046614,9,0.015582,0.032271,13,0.014255,0.029936,29,0.012539,0.026266,81,0.022508,2021-05-08 16:00,2021-05-08 16:16,0.011,data/derived/control_boxes/gen1_2008_control__L1O-9098-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9098-Dodge_VRS.npz,ok,2943,2061,0.0,6.5429
gen1_2008_control,L1O-9103-Dodge VRS,516821.965,4856713.622,L1O,MN_SEDriftless_1_2021,ok,206474,135648,0.0,0.0,1,0.002244,0.004501,5,0.00408,0.00824,9,0.030932,0.074528,13,0.056134,0.137982,29,0.060647,0.148904,81,0.060647,2021-05-08 17:50,2021-05-08 17:58,0.006,data/derived/control_boxes/gen1_2008_control__L1O-9103-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9103-Dodge_VRS.npz,ok,3062,2282,0.0,0.2517
gen1_2008_control,L1O-9104-Dodge VRS,519397.671,4858437.198,L1O,MN_SEDriftless_1_2021,ok,87598,85736,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 17:17,2021-05-08 17:17,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9104-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9104-Dodge_VRS.npz,ok,1409,1382,0.0,4.3329
gen1_2008_control,L1O-9105-Dodge VRS,519396.267,4860731.982,L1O,MN_SEDriftless_1_2021,ok,91303,89371,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 16:44,2021-05-08 16:44,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9105-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9105-Dodge_VRS.npz,ok,1474,1450,0.0,3.7289
gen1_2008_control,L1O-9106-Dodge VRS,515184.376,4861542.398,L1O,MN_SEDriftless_1_2021,ok,92090,91042,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 16:36,2021-05-08 16:37,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9106-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9106-Dodge_VRS.npz,ok,1479,1467,0.0,1.3986
gen1_2008_control,L1O-9107-Dodge VRS,512920.99,4864411.157,L1O,MN_SEDriftless_1_2021,ok,95295,93867,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 15:40,2021-05-08 15:41,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9107-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9107-Dodge_VRS.npz,ok,1522,1496,0.0,2.5856
gen1_2008_control,L1O-9108-Dodge VRS,512898.518,4866374.13,L1O,MN_SEDriftless_1_2021,ok,220189,113570,0.0,0.0,1,0.0,0.0,5,0.031714,0.074683,9,0.037941,0.08605,13,0.075175,0.189225,29,0.105095,0.281726,81,0.105095,2021-05-08 15:08,2021-05-08 15:31,0.016,data/derived/control_boxes/gen1_2008_control__L1O-9108-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9108-Dodge_VRS.npz,ok,3061,2107,0.0,1.5258
gen1_2008_control,L1O-9109-Dodge VRS,512907.014,4869593.509,L1O,MN_SEDriftless_1_2021,ok,135638,99601,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2021-05-08 14:26,2021-05-08 14:36,0.007,data/derived/control_boxes/gen1_2008_control__L1O-9109-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9109-Dodge_VRS.npz,ok,1771,1518,0.0,3.4775
gen1_2008_control,L1O-9110-Dodge VRS,513110.694,4874899.079,L1O,MN_SEDriftless_1_2021,ok,99788,64894,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000852,0.001767,81,0.000852,2021-06-10 12:54,2021-06-10 12:54,0.0,data/derived/control_boxes/gen1_2008_control__L1O-9110-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L1O-9110-Dodge_VRS.npz,ok,1586,1182,0.0,1.2285
gen1_2008_control,L2T-1010-Olmsted VRS,526020.663,4883113.844,L2T,MN_SEDriftless_4_2021,ok,482334,202116,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.0,0.0,81,0.0,2022-05-15 15:29,2022-05-15 16:01,0.022,data/derived/control_boxes/gen1_2008_control__L2T-1010-Olmsted_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-1010-Olmsted_VRS.npz,ok,8522,3094,0.0,1.772
gen1_2008_control,L2T-4118-Steele RTK,495510.982,4860379.361,L2T,MN_SEDriftless_1_2021,ok,108801,78708,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.000676,0.001387,81,0.000676,2021-05-08 16:49,2021-05-08 16:49,0.0,data/derived/control_boxes/gen1_2008_control__L2T-4118-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-4118-Steele_RTK.npz,ok,1455,1385,0.0,0.2297
gen1_2008_control,L2T-4140-Steele RTK,495544.976,4858284.827,L2T,MN_SEDriftless_1_2021,ok,90208,70625,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.002327,0.004988,81,0.002327,2021-05-08 17:21,2021-05-08 17:22,0.0,data/derived/control_boxes/gen1_2008_control__L2T-4140-Steele_RTK.laz,data/derived/control_structure/gen1_2008_control__L2T-4140-Steele_RTK.npz,ok,1433,1190,0.0,1.8507
gen1_2008_control,L2T-9003-Dodge VRS,520805.384,4891890.517,L2T,MN_SEDriftless_1_2021,ok,122964,65289,0.0,0.0,1,0.0,0.0,5,0.00097,0.001949,9,0.007473,0.015591,13,0.029946,0.074297,29,0.0578,0.138944,81,0.0578,2021-04-22 16:59,2021-04-22 16:59,0.0,data/derived/control_boxes/gen1_2008_control__L2T-9003-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9003-Dodge_VRS.npz,ok,1641,1216,0.0,4.2475
gen1_2008_control,L2T-9013-Dodge VRS,514439.297,4891298.452,L2T,MN_SEDriftless_1_2021,ok,225475,142926,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,0.024376,0.070456,81,0.024376,2021-04-22 16:57,2021-04-22 17:07,0.007,data/derived/control_boxes/gen1_2008_control__L2T-9013-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9013-Dodge_VRS.npz,ok,3429,2436,0.0,3.2443
gen1_2008_control,L2T-9019-Dodge VRS,525309.997,4888750.863,L2T,MN_SEDriftless_4_2021,no points in the EPT box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen1_2008_control,L2T-9022-Dodge VRS,520582.622,4879373.481,L2T,MN_SEDriftless_1_2021,ok,257137,82983,0.271971,0.634829,1,0.311387,0.852096,5,0.288907,0.822207,9,0.34419,1.03221,13,0.305951,0.911592,29,0.248761,0.776531,81,0.095429,2021-06-05 18:37,2021-06-05 18:44,0.005,data/derived/control_boxes/gen1_2008_control__L2T-9022-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9022-Dodge_VRS.npz,ok,5202,1155,0.0,1.0859
gen1_2008_control,L2T-9024-Dodge VRS,524586.896,4879189.865,L2T,MN_SEDriftless_1_2021,ok,231977,86584,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.0,0.0,13,0.0,0.0,29,1.2e-05,2.5e-05,81,1.2e-05,2021-06-05 18:37,2021-06-05 18:43,0.004,data/derived/control_boxes/gen1_2008_control__L2T-9024-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9024-Dodge_VRS.npz,ok,3517,1430,0.0,6.0491
gen1_2008_control,L2T-9025-Dodge VRS,524219.542,4875043.143,L2T,MN_SEDriftless_1_2021,ok,121801,55641,0.0,0.0,1,0.070538,0.16195,5,0.115778,0.342405,9,0.102863,0.285022,13,0.123171,0.327815,29,0.094991,0.242273,81,0.123171,2021-06-10 12:56,2021-06-10 12:57,0.0,data/derived/control_boxes/gen1_2008_control__L2T-9025-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9025-Dodge_VRS.npz,ok,1738,1066,0.0,1.5877
gen1_2008_control,L2T-9027-Dodge VRS,502736.129,4890370.617,L2T,MN_SEDriftless_1_2021,ok,244849,126019,0.0,0.0,1,0.0,0.0,5,0.0,0.0,9,0.018177,0.041474,13,0.045928,0.113446,29,0.052322,0.126082,81,0.052322,2021-04-22 17:09,2021-04-22 17:37,0.019,data/derived/control_boxes/gen1_2008_control__L2T-9027-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9027-Dodge_VRS.npz,ok,3435,2388,0.0,2.0075
gen1_2008_control,L2T-9045-Dodge VRS,499917.767,4881647.526,L2T,MN_SEDriftless_1_2021,ok,113783,43719,0.188378,0.417441,1,0.237121,0.603446,5,0.23551,0.633465,9,0.26242,0.7588,13,0.249927,0.79154,29,0.189187,0.554469,81,0.074042,2021-06-05 17:52,2021-06-05 17:52,0.0,data/derived/control_boxes/gen1_2008_control__L2T-9045-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9045-Dodge_VRS.npz,ok,2657,731,0.0,2.2858
gen1_2008_control,L2T-9047-Dodge VRS,500651.146,4879266.332,L2T,MN_SEDriftless_1_2021,ok,232457,102889,0.0,0.0,1,0.072935,0.160776,5,0.193224,0.61148,9,0.157305,0.475994,13,0.172677,0.665852,29,0.170829,0.707884,81,0.193224,2021-06-05 18:32,2021-06-05 18:49,0.012,data/derived/control_boxes/gen1_2008_control__L2T-9047-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9047-Dodge_VRS.npz,ok,4145,1276,0.0,1.4896
gen1_2008_control,L2T-9048-Dodge VRS,501137.612,4879267.649,L2T,MN_SEDriftless_1_2021,ok,226671,100172,0.0,0.0,1,0.002312,0.004651,5,0.001285,0.002584,9,0.000889,0.001789,13,0.000399,0.000802,29,0.000143,0.000287,81,0.002312,2021-06-05 18:32,2021-06-05 18:49,0.011,data/derived/control_boxes/gen1_2008_control__L2T-9048-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9048-Dodge_VRS.npz,ok,3567,1258,0.0,5.4344
gen1_2008_control,L2T-9051-Dodge VRS,510484.196,4879092.656,L2T,MN_SEDriftless_1_2021,ok,204778,56322,0.130732,0.280207,1,0.08363,0.187057,5,0.078801,0.174594,9,0.103886,0.248043,13,0.107667,0.27018,29,0.119877,0.31107,81,0.051931,2021-06-05 18:34,2021-06-05 18:47,0.008,data/derived/control_boxes/gen1_2008_control__L2T-9051-Dodge_VRS.laz,data/derived/control_structure/gen1_2008_control__L2T-9051-Dodge_VRS.npz,ok,2212,533,0.0,5.1558
